model_num,best_loss,accuracy,epoch,mdl
1,1.3525389432907104,0.04528068006038666,20,95.15479855097784
1,1.2788403034210205,0.46324822306632996,40,95.48496353390304
1,1.2135615348815918,0.48681899905204773,60,95.81956029941031
1,1.1558657884597778,0.497363805770874,80,96.14078658321365
1,1.1042813062667847,0.5103897452354431,100,96.43941588983564
1,1.0579886436462402,0.5519487261772156,120,96.74125241866625
1,1.016056776046753,0.5519487261772156,140,97.05981758674426
1,0.9779736995697021,0.586064338684082,160,97.39592390730905
1,0.9433759450912476,0.6031221151351929,180,97.74636649998006
1,0.9121623635292053,0.629173994064331,200,98.09928402339449
1,0.8839593529701233,0.6515042185783386,220,98.4420090052382
1,0.8583755493164062,0.7129122614860535,240,98.7657220803016
1,0.8349673748016357,0.9376615285873413,260,99.06664834059609
1,0.8128612637519836,0.9376615285873413,280,99.3463146905663
1,0.7915745377540588,0.9376615285873413,300,99.61379126225175
1,0.7705094814300537,0.9376615285873413,320,99.88292629624635
1,0.7492137551307678,0.9376615285873413,340,100.16681779428095
1,0.7273856401443481,0.9376615285873413,360,100.47244435125131
1,0.7048574686050415,0.9376615285873413,380,100.79890421336043
1,0.6815171837806702,0.9584410190582275,400,101.14176722474159
1,0.6576207280158997,0.9584410190582275,420,101.49753537965253
1,0.6330866813659668,0.9584410190582275,440,101.86567875644081
1,0.6083654761314392,0.9584410190582275,460,102.24416603716011
1,0.5831946134567261,0.9584410190582275,480,102.62873120431877
1,0.5582959055900574,0.9584410190582275,500,103.01542358329576
1,0.5338428616523743,0.9584410190582275,520,103.3995343509875
1,0.5098930597305298,0.9584410190582275,540,103.77391122086857
1,0.4869137406349182,0.9584410190582275,560,104.13451539202862
1,0.46494975686073303,0.9584410190582275,580,104.47520721659485
1,0.4443155825138092,0.9584410190582275,600,104.79110762956152
1,0.4250645637512207,0.9584410190582275,620,105.08348251355372
1,0.40737244486808777,0.9584410190582275,640,105.35546149004217
1,0.3911247253417969,0.9584410190582275,660,105.61089984337609
1,0.376155823469162,0.9584410190582275,680,105.85090798531152
1,0.3626178801059723,0.9584410190582275,700,106.07684205482585
1,0.3502240478992462,0.9584410190582275,720,106.29043273726296
1,0.338977187871933,0.9584410190582275,740,106.49347941174513
1,0.32857707142829895,0.9584410190582275,760,106.6870051648842
1,0.31915438175201416,0.9584410190582275,780,106.87139084238235
1,0.31045788526535034,0.9584410190582275,800,107.04775890312543
1,0.3024168014526367,0.9584410190582275,820,107.21706503419799
1,0.29504987597465515,0.9584410190582275,840,107.38132045704921
1,0.28817206621170044,0.9584410190582275,860,107.54177114177698
1,0.2818869948387146,0.9584410190582275,880,107.69799473061369
1,0.27599725127220154,0.9584410190582275,900,107.85204800395168
1,0.2705453038215637,0.9584410190582275,920,108.00269542780023
1,0.26549068093299866,0.9584410190582275,940,108.1495947087173
1,0.26080992817878723,0.9584410190582275,960,108.29247000644826
1,0.25642964243888855,0.9584410190582275,980,108.43358746857989
1,0.25234177708625793,0.9584410190582275,1000,108.5712250793928
1,0.24855872988700867,0.9584410190582275,1020,108.70589947360328
1,0.24502024054527283,0.9584410190582275,1040,108.83793079570096
1,0.2417180985212326,0.9584410190582275,1060,108.96653046324738
1,0.23866359889507294,0.9584410190582275,1080,109.09319940549273
1,0.23578287661075592,0.9584410190582275,1100,109.21758177836347
1,0.2331039011478424,0.9584410190582275,1120,109.33858519428179
1,0.2305850237607956,0.9584410190582275,1140,109.45734132495409
1,0.22821663320064545,0.9584410190582275,1160,109.57427048467578
1,0.22599971294403076,0.9584410190582275,1180,109.68910010939112
1,0.22390663623809814,0.9584410190582275,1200,109.80189162595762
1,0.22194227576255798,0.9584410190582275,1220,109.9120760103217
1,0.22012323141098022,0.9584410190582275,1240,110.0196331886445
1,0.21836093068122864,0.9584410190582275,1260,110.12633661750144
1,0.21674968302249908,0.9584410190582275,1280,110.22926274932027
1,0.21520176529884338,0.9584410190582275,1300,110.33138279614533
1,0.2137509286403656,0.9584410190582275,1320,110.4321060618661
1,0.21235541999340057,0.9584410190582275,1340,110.53152018954572
1,0.21104739606380463,0.9584410190582275,1360,110.62968605152159
1,0.20979376137256622,0.9584410190582275,1380,110.72544119547698
1,0.2086174488067627,0.9584410190582275,1400,110.82025324901858
1,0.20750121772289276,0.9584410190582275,1420,110.91384126516874
1,0.20645546913146973,0.9584410190582275,1440,111.0053885887171
1,0.20544610917568207,0.9584410190582275,1460,111.09586798293337
1,0.2044859230518341,0.9584410190582275,1480,111.18496587574627
1,0.20357868075370789,0.9584410190582275,1500,111.27314650107769
1,0.20269662141799927,0.9584410190582275,1520,111.36089513746306
1,0.2018667757511139,0.9584410190582275,1540,111.44769615672358
1,0.20106862485408783,0.9584410190582275,1560,111.5342491317887
1,0.20031577348709106,0.9584410190582275,1580,111.61895972413825
1,0.19959041476249695,0.9584410190582275,1600,111.70394413143148
1,0.19886593520641327,0.9584410190582275,1620,111.78847243574096
1,0.19819137454032898,0.9584410190582275,1640,111.87262281966473
1,0.19754658639431,0.9584410190582275,1660,111.95620285645292
1,0.1969498097896576,0.9584410190582275,1680,112.03877797447159
1,0.19636277854442596,0.9584410190582275,1700,112.12076057684861
1,0.19580207765102386,0.9584410190582275,1720,112.2022907325923
1,0.19525843858718872,0.9584410190582275,1740,112.28433617672665
1,0.1947447955608368,0.9584410190582275,1760,112.36547062858264
1,0.1942594349384308,0.9584410190582275,1780,112.44559236171283
1,0.193761944770813,0.9584410190582275,1800,112.52672111611695
1,0.1932792216539383,0.9584410190582275,1820,112.60773279430376
1,0.19283334910869598,0.9584410190582275,1840,112.68790398127885
1,0.19241763651371002,0.9584410190582275,1860,112.76727577425687
1,0.1920015662908554,0.9584410190582275,1880,112.84748476120787
1,0.19159381091594696,0.9584410190582275,1900,112.92836262842573
1,0.1912088692188263,0.9584410190582275,1920,113.0094477534459
1,0.19081366062164307,0.9584410190582275,1940,113.09044850763414
1,0.19044843316078186,0.9584410190582275,1960,113.17170312074782
1,0.19011415541172028,0.9584410190582275,1980,113.25323787148236
1,0.18977239727973938,0.9584410190582275,2000,113.33505120824027
1,0.18943051993846893,0.9584410190582275,2020,113.41663339077982
1,0.189117893576622,0.9584410190582275,2040,113.49839976424802
1,0.1888028234243393,0.9584410190582275,2060,113.58118547609298
1,0.18850232660770416,0.9584410190582275,2080,113.66456877300178
1,0.18820568919181824,0.9584410190582275,2100,113.74947842061007
1,0.18791735172271729,0.9584410190582275,2120,113.83516797428247
1,0.18763163685798645,0.9584410190582275,2140,113.92188106961189
1,0.18736368417739868,0.9584410190582275,2160,114.00874528319537
1,0.18711701035499573,0.9584410190582275,2180,114.09684579954914
1,0.18686671555042267,0.9584410190582275,2200,114.1860047108556
1,0.18662208318710327,0.9584410190582275,2220,114.27597005194889
1,0.1863684505224228,0.9584410190582275,2240,114.36649286442204
1,0.1861294060945511,0.9584410190582275,2260,114.45725846679595
1,0.18589618802070618,0.9584410190582275,2280,114.55055154976242
1,0.18568146228790283,0.9584410190582275,2300,114.64568811817014
1,0.1854562908411026,0.9584410190582275,2320,114.74125092992688
1,0.185258686542511,0.9584410190582275,2340,114.83728803588579
1,0.18505696952342987,0.9584410190582275,2360,114.93431439737383
1,0.18484309315681458,0.9584410190582275,2380,115.0340900980805
1,0.18463577330112457,0.9584410190582275,2400,115.13552637486616
1,0.1844504326581955,0.9584410190582275,2420,115.23670146302524
1,0.18427126109600067,0.9584410190582275,2440,115.34017589885687
1,0.18409565091133118,0.9584410190582275,2460,115.44709896045568
1,0.1839151233434677,0.9584410190582275,2480,115.5544292058138
